1734;1887;2034;;
1738;1855;1978;;300
1730;1841;1964;;300
1706;1840;1976;;0.5
1712;1836;2006;;0.1
1710;1831;2008;;10
1688;1829;1990;;
1688;1820;2002;;
1688;1822;1990;;
1694;1803;1968;;
1680;1814;1990;;
1680;1813;1970;;
1696;1812;1990;;
1702;1811;2012;;
1676;1811;1970;;
1676;1805;1968;;
1674;1805;1970;;
1678;1806;1972;;
1676;1802;2014;;
1686;1813;1990;;
1684;1804;1986;;
1682;1812;1968;;
1692;1809;1976;;
1688;1804;1954;;
1678;1796;1954;;
1678;1798;1968;;
1682;1789;1952;;
1680;1801;1990;;
1682;1796;1980;;
1682;1801;1986;;
1680;1789;1974;;
1680;1795;2010;;
1680;1797;1988;;
1678;1802;1978;;
1678;1792;1948;;
1678;1791;1960;;
1678;1778;1944;;
1678;1791;1974;;
1678;1801;1972;;
1676;1780;1924;;
1676;1799;1944;;
1684;1789;1946;;
1682;1786;1968;;
1684;1798;1946;;
1682;1803;1986;;
1682;1799;1972;;
1678;1798;1976;;
1684;1793;1942;;
1684;1788;1938;;
1686;1808;2006;;
1684;1797;1966;;
1682;1797;1970;;
1682;1794;1924;;
1686;1798;1952;;
1674;1784;1922;;
1674;1797;1942;;
1674;1789;1940;;
1674;1788;2000;;
1674;1788;1952;;
1674;1796;1952;;
1674;1778;1968;;
1680;1790;1976;;
1676;1788;1944;;
1676;1784;1960;;
1676;1789;1934;;
1676;1791;1996;;
1676;1783;2050;;
1676;1784;1942;;
1676;1787;1938;;
1676;1775;1936;;
1676;1780;1950;;
1676;1770;1950;;
1676;1772;1952;;
1676;1776;1944;;
1676;1766;1942;;
1676;1769;1960;;
1676;1773;1932;;
1676;1783;2024;;
1676;1781;1992;;
1676;1771;1940;;
1676;1769;1946;;
1676;1765;1976;;
1676;1764;1922;;
1676;1773;1928;;
1676;1765;1972;;
1676;1763;1934;;
1676;1773;1964;;
1676;1775;1950;;
1676;1773;1972;;
1676;1764;1968;;
1676;1773;1930;;
1676;1773;1910;;
1676;1771;1942;;
1676;1776;1938;;
1674;1781;1970;;
1674;1769;1934;;
1674;1784;1964;;
1674;1784;1926;;
1674;1774;1956;;
1674;1771;1970;;
1674;1770;1990;;
1674;1771;1964;;
1674;1780;1936;;
1674;1778;1968;;
1674;1781;1966;;
1674;1784;1952;;
1674;1781;2024;;
1674;1776;1976;;
1674;1789;1994;;
1674;1791;1988;;
1674;1781;1908;;
1674;1792;1962;;
1674;1780;1960;;
1674;1776;1932;;
1674;1794;1938;;
1674;1791;1940;;
1674;1781;1944;;
1674;1781;2008;;
1674;1770;1938;;
1674;1773;1984;;
1674;1771;1968;;
1674;1794;1968;;
1674;1781;1934;;
1674;1784;1966;;
1664;1788;1948;;
1674;1791;1948;;
1674;1787;1964;;
1674;1781;1986;;
1674;1789;1984;;
1674;1788;1972;;
1674;1770;1936;;
1674;1776;1930;;
1674;1778;1978;;
1674;1780;1958;;
1674;1774;1958;;
1674;1765;1966;;
1674;1776;1938;;
1674;1775;1930;;
1674;1777;1978;;
1674;1780;1966;;
1674;1777;1930;;
1674;1773;1994;;
1674;1779;1958;;
1674;1782;1944;;
1674;1773;1962;;
1674;1780;1942;;
1674;1782;1946;;
1674;1786;1958;;
1674;1786;1980;;
1674;1769;1906;;
1674;1780;1966;;
1674;1778;1992;;
1674;1773;1964;;
1674;1769;1934;;
1674;1770;1952;;
1674;1773;1932;;
1674;1771;1950;;
1674;1772;1952;;
1674;1777;2010;;
1674;1778;1960;;
1674;1785;1960;;
1674;1773;1974;;
1674;1783;1980;;
1674;1775;1948;;
1674;1765;1978;;
1674;1762;1940;;
1674;1774;1938;;
1674;1770;1976;;
1674;1790;1956;;
1674;1779;1994;;
1674;1783;1982;;
1674;1772;1932;;
1674;1789;1954;;
1674;1775;1942;;
1674;1755;1992;;
1674;1773;2008;;
1674;1770;1936;;
1674;1762;1900;;
1674;1790;1944;;
1674;1766;1938;;
1674;1785;1958;;
1674;1765;1944;;
1674;1768;1992;;
1674;1785;2012;;
1674;1767;1912;;
1674;1776;1990;;
1674;1770;1964;;
1674;1758;1910;;
1674;1776;1954;;
1674;1772;2006;;
1674;1771;1968;;
1674;1766;1948;;
1674;1784;1938;;
1674;1768;1936;;
1674;1797;1966;;
1674;1781;2002;;
1674;1783;1982;;
1674;1779;1978;;
1674;1765;1960;;
1674;1790;1982;;
1674;1758;1934;;
1674;1767;1942;;
1674;1769;1950;;
1674;1777;1970;;
1674;1767;1980;;
1674;1764;1922;;
1674;1783;1974;;
1674;1776;2002;;
1674;1782;2018;;
1674;1774;1970;;
1674;1774;1938;;
1674;1759;1918;;
1674;1770;1944;;
1674;1771;1912;;
1674;1774;1930;;
1674;1759;1920;;
1674;1779;1976;;
1674;1771;1966;;
1674;1782;1966;;
1674;1788;1974;;
1674;1771;1966;;
1674;1758;1936;;
1674;1776;1930;;
1674;1787;1950;;
1674;1788;1958;;
1674;1766;1950;;
1674;1786;1938;;
1674;1779;1970;;
1674;1792;1976;;
1674;1762;1916;;
1674;1783;1952;;
1674;1776;1984;;
1674;1788;1974;;
1674;1779;2018;;
1674;1783;1968;;
1674;1795;1968;;
1674;1780;1954;;
1674;1795;1972;;
1674;1786;1978;;
1674;1776;1962;;
1674;1772;1966;;
1674;1780;1998;;
1674;1780;1972;;
1674;1782;1932;;
1674;1772;1926;;
1674;1776;1970;;
1674;1777;1954;;
1674;1780;1974;;
1674;1775;1940;;
1674;1772;1934;;
1674;1778;1958;;
1674;1774;1952;;
1674;1774;1930;;
1674;1760;1942;;
1674;1773;1958;;
1674;1779;1930;;
1674;1765;1920;;
1674;1776;1974;;
1674;1786;1942;;
1674;1759;1954;;
1674;1779;1954;;
1674;1784;2000;;
1674;1784;1966;;
1674;1789;1992;;
1674;1778;1954;;
1674;1785;1962;;
1674;1769;1952;;
1674;1789;1970;;
1674;1781;1992;;
1674;1786;1942;;
1674;1766;1952;;
1674;1766;1922;;
1674;1787;1962;;
1674;1785;1966;;
1674;1780;1966;;
1674;1785;1980;;
1674;1793;1966;;
1674;1782;2018;;
1674;1775;1956;;
1674;1776;1978;;
1674;1777;2026;;
1674;1784;1934;;
1674;1786;1964;;
1674;1785;1962;;
1674;1770;1958;;
1674;1787;1994;;
1674;1779;1968;;
1674;1780;1974;;
1674;1772;1950;;
1674;1785;1956;;
1674;1775;1936;;
1674;1772;1992;;
1674;1770;1926;;
1674;1770;1956;;
1674;1767;1936;;
1674;1757;1942;;
1674;1768;1930;;
1674;1775;1968;;
1674;1775;1938;;
1674;1772;1948;;
